PVxMPIN,PVxSCIE
315.0666,314.0421
473.1985,479.9467000000001
453.058,430.4382
395.9029,369.811
466.4679,468.2856
519.8960999999999,544.8741
560.6635,540.3059
404.0994999999999,440.4106
495.9634,522.6422
581.9345999999999,562.6288
499.44680000000005,526.3924
691.7061000000001,656.7706000000001
351.105,317.5303
324.53619999999995,356.2619
341.0489,282.6937
503.917,549.7349
454.4755,396.4776
411.5041,426.8730000000001
355.3858,319.1741
650.3399,710.786
347.4934,382.9796
416.0092000000001,461.1537
508.2805,492.3135
437.6833,435.5211000000001
447.5054,483.5794
542.6627000000001,576.5429999999999
359.9793,374.9089
458.7016,462.1875
500.6183,487.6512999999999
485.9643000000001,572.2903
347.8688,324.6967
472.7377,457.2094
280.3514,354.9999
377.8490000000001,316.4937
375.2741,389.2784
387.8217000000001,437.8319
374.1195,319.97720000000004
407.1141999999999,422.5316
434.1551,434.2438
583.7895000000001,561.2131
520.432,567.3453
493.1144000000001,505.3334000000001
268.7241,264.3971
505.3803,438.7325
701.3507999999999,676.4224
456.37549999999993,504.7104
381.1008000000001,378.2155
667.9058,645.6807
308.6933,328.32660000000004
530.1216000000001,508.329
513.1997999999999,544.8288
378.8029,388.6499
527.4875000000001,514.7008
466.2275000000001,461.9135
485.3079,532.1581000000001
542.9114999999999,560.6906
248.7517,245.5369
624.7869000000001,616.7958000000001
215.1305,252.7104
343.73470000000003,430.2656999999999
393.9335,375.9307
727.8655000000001,692.0582
471.3988000000001,435.0903
415.6929,463.5865
451.2652,410.9761
431.0825000000001,476.3231
426.3098,467.58900000000006
537.3301,578.2826
483.0354,503.5394
455.9849,421.9843
367.8531,332.1897
470.7352,498.023
474.5232,554.0885000000001
367.916,369.7389
604.6231,636.5228999999999
606.3115,589.2799
680.8501,627.7217000000002
382.0241,459.7533
480.0463,500.7949
446.1,415.5882
343.3996,357.18859999999995
547.1949000000001,510.2889000000001
599.6047,581.3702999999998
585.3756,615.3078
492.7843,518.6303
468.6377,519.0823
523.5286000000001,500.3475
468.3674,455.9692
518.7092999999999,503.1278
397.9027,385.9689
508.5266,518.0458000000001
345.81710000000004,375.1307000000001
440.953,403.0634
323.4597,354.8236
634.9393,647.4467
338.721,350.0272
276.2232,273.3429
377.49279999999993,380.1734
532.6126,621.7479
585.1620999999999,586.5948
477.18410000000006,503.0378999999999
456.7455,464.9913
298.7164,423.9725
273.11330000000004,270.0865
497.2539,471.8528
337.4846,298.6635
523.1619999999999,536.1577
336.2808,347.2427
369.8433,393.3536
511.979,493.9887999999999
304.753,393.7351000000001
338.7642,501.5623
627.0212,623.4158
571.8082,568.3507
410.8217,455.4441000000001
593.2241999999999,569.2652999999999
233.84520000000003,184.8507
303.9403,297.3558
283.31350000000003,343.5835
372.8079,430.2367
498.9246,555.3811000000001
587.255,629.2895999999998
625.0366,585.2172
496.4935,561.1275
422.3882,459.8801
645.0852,643.0094
351.5547,323.1428
479.7705,458.5196
323.166,356.4674
309.9982,320.6825
422.4023,464.8619
365.726,400.8367
572.2775999999999,554.0705
296.76930000000004,383.1542
510.3576,573.9574
463.7656,484.6181
550.0913,505.91820000000007
380.9567,395.8098
387.9382,452.5651
401.8309,509.4348000000001
399.4139,393.65199999999993
402.9673000000001,414.90420000000006
419.4168,380.4979
341.4073,332.8016
462.9196,557.4841
473.8059999999999,488.4928999999999
554.2328,507.2869
571.3643,543.3679999999999
351.5333,385.956
309.5105,278.6127
368.2043000000001,451.2342
762.3956000000001,652.726
459.56450000000007,509.23820000000006
445.07130000000006,452.3427
560.8849,576.1871000000001
578.0019,483.3812999999999
561.5168000000001,569.9657
428.0146000000001,498.1777
437.0478000000001,440.6834
320.0379,370.8246
504.4283,441.7355
372.5527,379.1992
383.8523,350.5473
214.8194,296.2232
333.3457,468.0097
340.3825,288.4815
363.4866,337.59169999999995
389.7574,366.0226
302.22880000000004,295.6378
393.6807,436.23849999999993
334.79240000000004,325.5906
289.9117,340.4861
318.8412,405.5093
519.0095,437.7137999999999
415.9066,467.35419999999993
467.11,474.4411
440.9121,457.1352
487.9590999999999,479.738
390.0801,404.7862
328.9969,310.7939
428.117,466.2156
404.8397000000001,313.24530000000004
300.5307,373.0405
434.3502,409.1986
527.7945,521.4223
546.1921,559.9585
456.436,391.7876
631.5319999999999,650.1905
458.0382000000001,456.93680000000006
195.5899,262.2159
376.8578,407.43410000000006
402.6979,415.6808000000001
527.3266,518.4150999999999
536.3823,517.2068
413.3468,401.0125999999999
388.78370000000007,324.7481
555.701,555.8589
346.32789999999994,392.1067
474.0647,411.6389
368.7508,401.6629999999999
642.8199000000001,649.0847999999999
360.8826,344.5013
558.519,619.7040999999999
451.95640000000014,408.2012
338.0401,298.5865
493.7459,477.0238000000001
334.77,291.0263
657.8554,614.0403999999999
589.1758,623.9608999999999
505.9019,540.7882999999999
415.3002999999999,410.7961
481.4472,500.50930000000005
499.6382,471.17140000000006
445.6825,451.6678
473.9684,489.9973
350.9315,331.8047
505.37340000000006,492.0589
386.4921,382.88319999999993
429.8421,388.9064
267.9002,308.9005
480.8437,495.4889
501.7283000000001,521.8189000000001
607.2621,577.2533999999999
384.47080000000005,410.5025
301.3123,320.9936000000001
659.5592,685.4552000000001
352.73169999999993,426.3583
483.9450000000001,448.3137
422.3588,523.6813999999999
444.3323,461.7715999999999
402.8402,419.8447
605.1151,589.4726
460.3816000000001,542.36
384.1654,397.4749
487.1956,484.4856
706.1580999999999,655.4141
550.599,581.5512
372.32700000000006,347.3005
267.1245,240.4721
462.4282,527.1659999999999
594.6353999999999,544.5905999999999
449.3634,554.1055
770.5053,684.1483
715.5041,761.1234000000002
324.57899999999995,325.9088
329.1693,370.7651
287.9058,272.8014
502.1631,509.8527
553.9361,566.1987
450.3166,416.074
450.1447,538.8339000000001
460.2088,539.8864000000001
349.343,474.7063
501.4383,433.4175
282.01800000000003,272.4464
482.8295,423.496
373.0757,337.0196
456.4119,455.8237
461.8065,491.9249
251.2576,297.8115
343.6875,313.8652
431.0415,387.0415
630.0174,673.7674
361.2146,389.9429
477.6131,463.89310000000006
733.1375999999999,709.6069
499.3282,432.1116
499.871,614.9120999999999
567.8433000000001,679.8720000000001
554.3725999999999,629.4299000000001
264.78080000000006,349.7229000000001
475.0429,441.0538
456.0367,413.1791
432.90440000000007,414.70020000000005
484.437,485.9895
510.2562999999999,459.3095
429.7102,503.2218999999999
483.1511,580.7493999999999
374.4391,409.477
531.6002,554.2445999999999
447.9127,491.1168
408.6008,378.2301
367.4919,301.81530000000004
475.8995,582.0114
613.2239999999999,679.1393999999999
421.212,406.171
528.7369000000001,477.5318
267.83070000000004,310.76660000000004
314.7075,306.2554
593.1757,565.8201
431.045,383.242
426.8301,440.6274
426.8758,438.4989
500.3315,525.366
416.8441999999999,426.4322
557.9968,490.0032
417.0147,471.9235000000001
284.47099999999995,338.0963
400.53350000000006,469.8651
389.5448,376.6662
413.1138,356.23
599.0327,601.4042000000001
592.3074999999999,610.9991
353.6291,396.2362
310.1219,297.13500000000005
575.2691000000001,532.5074
478.628,550.1789000000001
520.4413000000001,590.6029
309.9848,308.2803
337.1303,359.7469
452.6677,435.3685
449.9778,480.2361000000001
429.8535,424.6391
552.8333,559.6101000000001
375.417,384.6299
318.91880000000003,375.5341
613.7063,671.0142
510.4497,586.5722
334.7584,326.7721
321.0941,376.5386
622.5527999999999,670.7682000000001
500.6319,497.7091
508.434,519.9203
405.4538,531.1936
437.5514999999999,462.7682
484.4682,495.2619
320.61230000000006,337.8016
307.37980000000005,317.23999999999995
319.6346,346.71770000000004
469.0449,465.3433
543.5045,609.4678000000001
436.6363,455.2304
454.9362,441.0074
445.398,399.4988
266.7277,298.34170000000006
385.8822,458.1956
377.2459,319.7605
555.3870000000001,578.4438
415.8502,440.76240000000007
374.4526,353.6894000000001
493.9021,427.5089
378.1940000000001,338.92990000000003
490.7281,559.3399999999999
495.2003,488.6899
305.6319,308.8844
592.5988,587.6582
455.28809999999993,359.01789999999994
281.15130000000005,210.67800000000005
483.5273,480.9587
567.8863,605.647
370.0735,342.7423
450.70200000000006,540.8733
405.7863,469.1899
347.99709999999993,325.8052
405.75110000000006,392.7327
437.7443999999999,455.7339
485.59490000000005,503.9613000000001
377.5829,464.2027
468.5095,438.2618000000001
344.16880000000003,348.2354000000001
360.4282999999999,350.6156
621.8604,641.3184
450.8605,477.2641
429.7777000000001,419.176
546.9141,527.6598
494.1428,484.1918
363.8879,346.51090000000005
453.0699000000001,465.5527
294.3986,307.66010000000006
353.3017,333.8591
676.4774,616.7219
509.8458,515.0426
477.4844,492.1423000000001
403.14580000000007,438.4399
521.5101,534.1357999999998
412.914,427.6757
492.74000000000007,427.3852
486.6593,460.2511
354.2047,408.3778000000001
377.8942,398.4761
384.9042,386.5066000000001
598.6690999999998,685.233
318.4823,362.03010000000006
640.818,631.5022
399.4148,482.2684
406.5753,433.12
539.4802999999999,509.0559999999999
196.18580000000003,242.4895
260.2992,290.8155
539.9103,551.6487
417.8621,356.33250000000004
507.1455,570.4849
473.6214999999999,438.55390000000006
385.5177,428.15920000000006
600.8985,658.1391
335.5391,306.1301
393.3615,376.0442000000001
582.0355999999999,584.3313
488.8514000000001,515.7834999999999
440.5457,535.8299
625.2639,490.8011
524.3562999999999,552.6215
297.7628000000001,434.5532
446.1110000000001,461.3821999999999
313.1343,306.65689999999995
531.0605,561.5260999999999
374.2558,386.9438999999999
517.2135000000001,543.8819000000001
332.00820000000004,321.933
515.912,482.6552
528.5061000000001,570.559
482.6218,460.7625999999999
438.1205,375.3074
252.74480000000003,309.4863
646.8168,670.7107
334.7544999999999,380.3456
394.5191,412.0637
367.4325,326.7495
316.1799,324.7495
493.4165999999999,490.3187
415.7596,405.0975
524.3038999999999,594.4839
502.8669999999999,545.1953000000001
546.8811999999999,576.8109000000001
527.0323999999999,538.1497000000002
423.4594,424.756
436.2027,390.119
345.1725,363.0007
405.6880000000001,382.9424
472.7703,516.8294000000001
539.5835999999999,564.5101999999999
454.3768999999999,428.6348
