ESCS,PVxSCIE,REGION
-0.1276,637.6136,Europe
-0.8178,422.9024,Americas
-1.8357,263.8302,Americas
0.1008,361.6379,Asia
0.2497,573.1907,Europe
1.5881,453.3129,Americas
-1.7725,257.4964,Americas
-0.4361,560.9822,Europe
-1.5767,456.5752,Asia
-0.6313,291.5203,Europe
-0.2831,511.1119,Asia
1.278,529.7979,Americas
-0.9286,522.5704,Europe
0.9534,607.2163,Europe
0.9599,722.5460999999999,Asia
-0.1017,383.2515,Americas
0.2743,356.4138999999999,Europe
0.11453603678929766,414.1037,Asia
-1.5765,388.9027,Europe
0.9094,281.2524,Asia
0.5672,444.7252,Asia
0.733,538.2661,Europe
-0.6623374553762673,405.87840000000006,Asia
-0.353,349.8122,Asia
-1.1143,405.028,Americas
0.4647,546.4645,Asia
-0.6811,440.7888,Americas
0.4883,315.02840000000003,Asia
-1.8419,452.4709,Asia
-0.7441,411.4378,Asia
0.8614,462.8125,Europe
-0.4299,331.2356,Europe
-2.1959,399.3394,Americas
0.5639,286.634,Asia
0.8378,565.3285000000001,Europe
0.5728,482.6507,Asia
-0.1712,346.72880000000004,Asia
-0.9627,411.2869999999999,Asia
-1.4679,278.6656,Americas
1.0425,659.7771,Americas
-1.1735,459.4695,Americas
1.2217,499.4232,Asia
-0.3065,662.8977,Oceania
-0.7185,482.8857,Europe
0.0904,537.7116,Europe
1.075,570.4492999999999,Asia
-0.1672,615.9745999999999,Americas
0.2076,440.8420000000001,Europe
1.1729,581.3633,Europe
0.4276,475.8826000000001,Europe
0.2798,621.2571,Asia
-0.0348,362.5961,Americas
-0.5025,573.7999,Asia
0.9572,404.0972,Americas
0.424,429.7255,Europe
1.2726,453.7404,Europe
0.5777,463.6225,Asia
-0.2171,529.8389,Europe
0.9213,653.9155999999999,Europe
0.1899,615.6232,Asia
0.9989,602.4390000000001,Asia
0.23,547.2598,Asia
1.1373,618.0925,Americas
-0.5957,420.8416,Europe
0.4387,560.0794,Americas
0.11972009202453987,319.9549999999999,Europe
-0.2004,254.4692000000001,Europe
-0.8139,523.7936000000001,Europe
-2.2143,324.92,Europe
0.3181,521.2570000000001,Asia
-3.8951,416.7749999999999,Americas
1.7336,636.2837999999999,Europe
0.3838,353.4996,Asia
-0.4858,445.2688,Europe
-0.0474,468.5494000000001,Asia
-1.6586,431.6284,Americas
-1.4459,492.3767000000001,Europe
-1.2691,433.65,Americas
-1.4238,390.0348,Otro
1.3358,390.4583,Otro
-1.8798,277.0096,Europe
0.1599,509.6792,Americas
-0.4084,499.2879,Asia
-0.6056,488.5399000000001,Europe
-0.3064,452.6121999999999,Asia
-1.2064,342.34430000000003,Americas
0.2682,567.9589000000001,Europe
-0.6557,346.04350000000005,Americas
-0.6243,440.8731,Asia
-0.8234,575.4442999999999,Europe
-1.01,358.40779999999995,Asia
-1.1818,286.2278,Europe
-0.2458,358.3136,Asia
0.0307,558.1268,Europe
0.0359,428.1121000000001,Asia
-0.6723,421.73910000000006,Europe
0.239,516.9867999999999,Asia
0.631,635.5931999999999,Europe
-0.1247,469.3772000000001,Europe
-1.6662,295.5621,Asia
1.3586,481.7423,Europe
1.1286,403.1368,Americas
-0.3742,472.0386,Americas
-1.3124,425.2545999999999,Asia
0.8677,507.9776999999999,Europe
0.9314,612.9678,Europe
-1.0648,312.9384,Asia
1.0153,560.5226,Europe
0.4552,453.0146000000001,Americas
1.1559,596.8792000000001,Oceania
-0.4823,458.5325999999999,Europe
-3.4092,377.2328,Africa
0.4902,387.3655,Americas
0.3259,516.2666,Asia
-1.4444,538.2271,Asia
-1.0911,379.0747,Asia
-1.6068,453.5864,Asia
0.6505,607.587,Asia
-0.3053,410.74680000000006,Otro
1.1857,515.6995,Europe
-1.4874,445.7844,Otro
-2.037,552.7019,Europe
0.0989,427.6065,Europe
-1.1519,586.7104,Europe
0.7853,464.5406,Asia
0.3339245045802954,508.9893,Americas
-0.7984,608.1867,Europe
-0.3743,498.9387,Americas
0.3477,518.3376000000001,Asia
-0.5826,445.3876,Europe
-3.2097,479.0962,Asia
-0.7984,408.1309,Asia
-0.33,506.4376,Europe
-1.299,302.8921,Otro
-0.1838,303.8228,Africa
0.2204,513.9127000000001,Europe
-0.2254,568.6455,Europe
-0.7235,541.769,Europe
-0.373,461.0446,Asia
-0.1978,398.0116,Europe
0.4917,534.8196,Europe
0.9927,505.99750000000006,Europe
-0.1099,441.4048,Americas
-2.6194,265.6056,Americas
-1.1857,339.1805,Oceania
-0.8539,396.4618,Asia
-0.7701,347.37069999999994,Asia
-2.1449,356.8655,Asia
1.0541,575.0499000000001,Americas
-2.0766,410.2333,Africa
-1.3393,471.7489,Europe
-0.2624,558.0452,Europe
-0.6685,416.7377,Europe
-0.8799,505.8356,Europe
-0.4145,470.3424,Europe
-2.4475,306.50969999999995,Americas
-0.3005,473.99959999999993,Europe
-2.3693,367.0603,Asia
-0.0405,441.355,Asia
-0.6062,352.5252999999999,Americas
-1.3535,427.8738,Americas
0.0073,498.2054,Europe
-1.054,298.6219,Asia
0.6038,462.8660000000001,Asia
-0.5153,471.33640000000014,Europe
-0.6649,444.3153,Europe
2.0316,485.3971,Europe
-2.0106,313.1988,Europe
-1.313,326.9864999999999,Americas
0.1766,405.61070000000007,Asia
0.055,393.5626000000001,Americas
0.4289,533.3098,Asia
-0.6451,440.0026,Asia
-0.7456,340.0334,Americas
0.2827,365.6651,Asia
0.5494,526.7158,Europe
0.379,389.9779,Europe
-2.3415,399.2191,Asia
-1.3878,398.0484,Asia
0.1377,358.58040000000005,Asia
1.0562,541.2239,Europe
0.077,609.4662000000001,Europe
-0.7161,422.4422,Americas
1.2858,525.2021,Europe
-1.1326,444.0325,Asia
0.696,614.4218,Asia
-1.2946,411.6983,Europe
-0.318,303.1241,Europe
0.1068,490.1768,Asia
1.0757,541.6926000000001,Asia
-0.8064,357.0731,Asia
0.3505,505.0946,Europe
-1.4023,513.4126,Europe
-1.4762,396.0001,Asia
-1.1016,320.0796,Americas
-2.1743,396.9658,Europe
1.279,551.5027,Europe
-2.6474,263.9856,Asia
-1.1105,308.1462,Asia
-0.4356,536.0048,Europe
0.2391,643.5919,Oceania
-1.3599,469.0888,Asia
-2.7848,326.523,Africa
-0.1443,458.7751,Europe
-1.5213,505.1818,Americas
0.8114,661.8129999999999,Asia
-2.8892,376.2236,Americas
-0.503,347.0042,Americas
0.5592,625.4415,Americas
-0.2715,430.1742,Asia
1.4567,480.7799,Africa
-1.5069,317.9758,Asia
1.2438,483.4132,Europe
1.2212,670.8231000000001,Europe
0.5254416747181965,454.2575999999999,Europe
-0.3381,290.9633,Europe
-0.3007,365.044,Europe
1.1775,565.0379,Europe
1.0137,587.9638,Europe
-1.4049,394.5183,Europe
0.325,446.738,Europe
0.6908,631.946,Asia
0.2839,348.2354000000001,Asia
-1.4538,520.8334000000001,Europe
-1.4298,378.7053,Asia
-2.1086,469.011,Otro
-1.7587,335.3309,Americas
0.5154,563.5702,Asia
0.8071,401.6039999999999,Europe
-0.0566,557.8766,Europe
-2.8789,315.6649,Americas
-0.6925,538.9013,Americas
0.6433,480.5571,Europe
0.9337,457.066,Europe
0.1662,397.5304,Europe
-1.0773,373.9165,Americas
0.6712,578.182,Asia
0.0277,503.0119000000001,Europe
0.8505,464.4633,Europe
0.2613,427.8812,Europe
-3.7966,249.3495,Americas
0.24,338.2811,Asia
-2.4249,280.2912,Asia
-0.5037,302.547,Americas
0.1612,439.6156,Asia
-0.3113,420.0325,Europe
-0.0507,610.0875,Europe
-0.114,548.9293,Europe
0.5886,495.51929999999993,Europe
-0.4282,374.1765,Americas
1.0003,639.0059,Europe
-0.0081,564.6949000000001,Asia
0.8268,498.6187000000001,Europe
-0.3332,555.8788,Americas
-0.3992,550.3605,Asia
-0.5142,383.3475,Europe
-3.3284,363.6942,Africa
-2.6394,314.0094,Asia
-0.7012,585.6302000000002,Otro
-0.0747,494.7868,Europe
1.0162,568.5201,Europe
-0.3716,519.5827,Americas
0.7566,395.4426,Asia
-1.4148,325.93569999999994,Europe
-2.0271,246.3252,Asia
0.4569,463.9674,Europe
-1.7217,374.3314,Asia
0.2251,386.109,Oceania
0.1749,467.7105999999999,Otro
-3.1356,307.3241,Americas
-2.8505,358.89310000000006,Asia
-0.1786,492.531,Europe
-2.0194,349.17510000000004,Asia
1.2408,330.6519,Europe
0.684,542.012,Europe
-2.5618,366.4971,Americas
0.6321,350.2227,Europe
0.5671,580.7972,Europe
0.8389,602.2618,Europe
0.3177,436.4513,Europe
0.5513,342.46000000000004,Asia
0.0605,601.0008,Europe
0.2332,534.5946000000001,Americas
-0.3546,496.9771999999999,Europe
0.1287,523.8109999999999,Asia
0.8534,514.2353,Americas
0.49,535.9793999999999,Europe
-1.6531,319.69360000000006,Asia
-0.6997,472.4749,Europe
-1.5138,598.7852999999999,Europe
-0.1309,646.2945,Asia
-0.7162,557.8464999999999,Asia
0.4523,528.0282000000001,Americas
0.6998,498.7715,Europe
1.0103,543.7171000000001,Europe
1.5425,634.114,Asia
1.1346,378.0878,Americas
0.6558,786.4721,Americas
1.2671,640.7731,Europe
1.4399,545.1162,Europe
-3.4998,251.5854,Americas
1.1183,530.4275,Europe
0.7595,426.8962,Asia
-0.6756,416.8394000000001,Americas
1.2263,607.7717,Oceania
-0.7125,427.03399999999993,Europe
0.7943,590.4506000000001,Europe
-0.6296,425.9888,Americas
0.7818,668.8770000000001,Americas
-0.1218,373.8538,Asia
-1.8287,373.8996,Asia
-0.4521,395.6035,Europe
-1.8943,442.0840999999999,Americas
-0.6238,364.5836000000001,Asia
0.5332,452.2687,Europe
-1.4872,354.6899,Europe
0.7123,553.1147,Europe
0.4132,466.1779999999999,Europe
0.6321,392.6509,Europe
0.1626,613.2325,Europe
-0.7258,387.5128,Asia
0.2017,498.6783,Americas
0.7495,448.5607,Americas
-0.9182,442.1042000000001,Americas
-1.2455,353.0353,Americas
-0.7467,361.53330000000005,Europe
0.472,617.4661,Asia
-0.3451,491.3388999999999,Europe
-0.7808,519.4896999999999,Americas
-1.2321,512.182,Asia
-0.0139,508.0991000000001,Europe
0.666,495.7583000000001,Europe
-0.0676,378.4297,Asia
-0.8134,372.9963,Europe
0.7226,352.49210000000005,Europe
-3.2347,332.0222,Asia
0.9358,659.8178,Asia
-1.4506,293.1106,Europe
-0.4356,477.1215,Europe
-3.8262,338.73350000000005,Americas
0.0493,345.2353,Europe
-1.1304,480.7025,Europe
1.1657,459.3259000000001,Europe
-0.5326,451.5755,Europe
0.5552,316.5764,Europe
1.16,493.6381,Europe
0.34054443127962086,407.9022,Europe
0.8793,520.987,Europe
-1.034,482.2035,Europe
-0.452,505.2745000000001,Europe
0.1113,573.318,Europe
-1.196,474.4388,Asia
-0.9531,400.9933,Europe
-0.0949,442.0233,Europe
-2.0774,285.3656,Asia
-1.2833,330.63530000000003,Americas
0.9383,556.8927,Europe
0.5129,385.9043,Europe
-1.6332,376.19680000000005,Americas
-0.5189,527.3647,Americas
-0.7697,455.3804999999999,Europe
0.8788,541.8109000000001,Europe
-2.0906,377.6062,Asia
0.8253,571.9634000000001,Europe
-0.1531,514.5578,Americas
-0.9112,304.8859,Africa
1.0894,544.0546999999999,Europe
-0.7364,269.20109999999994,Asia
0.9753,425.6256,Europe
-0.6312,544.3271,Americas
0.7272,443.3735,Asia
0.8218,402.91960000000006,Asia
-0.8339,451.6474,Asia
0.1911,288.7071,Asia
-0.5591,471.6693,Americas
0.9897,523.9919,Americas
-0.9789,569.7699,Asia
-0.9877,507.1328,Americas
0.3092,489.1864000000001,Europe
0.1068,320.4843,Europe
-0.9206,564.5186,Europe
-0.3802,475.311,Americas
0.7401,505.0229000000001,Europe
-0.6444,456.9406,Europe
1.3531,468.6498,Europe
-1.614,330.66310000000004,Asia
-1.9717,383.228,Asia
-1.0405,548.2321,Americas
0.2614,509.087,Americas
0.989,520.6155999999999,Europe
0.1256,445.9351,Europe
-0.542,388.07,Asia
0.2913,427.4363,Europe
-0.7247,634.9766999999999,Europe
0.0403,561.8667,Europe
-1.771,396.8253,Asia
-0.9288,306.33020000000005,Americas
1.0754,440.1474,Europe
-0.4313,503.3232,Asia
-3.0762,325.38270000000006,Asia
-0.8942,405.3065,Europe
-1.2247,410.0777000000001,Americas
0.5254416747181965,320.1552,Europe
1.1018,651.5449000000001,Asia
0.9254,586.7153999999999,Europe
-0.2997,430.33600000000007,Europe
0.6621,466.0647,Europe
-0.2925,493.5468000000001,Oceania
0.8868,398.2823,Europe
0.5776,442.6976,Americas
0.7426,496.58,Europe
-0.4864,347.7742,Europe
-0.7812,349.841,Asia
-0.2006,235.3013,Americas
2.2047,455.8681,Europe
-0.3531,426.6689,Asia
1.0706,533.3570000000001,Oceania
1.3243,644.5609999999999,Europe
1.3861,256.0495,Asia
-0.2631,502.2711000000001,Europe
-0.3627,562.4087999999999,Europe
0.5436,326.0382,Asia
-1.3299,397.5296,Americas
0.0364,571.908,Otro
-0.9697,310.8756,Americas
0.6334,652.1034999999999,Europe
0.8775,559.85,Europe
-0.9525,384.8401,Asia
-2.1295,313.07129999999995,Asia
0.8062,426.5655999999999,Asia
0.6496,401.7773000000001,Asia
-0.8648,403.261,Asia
-2.7145,282.6856,Asia
-0.5621,452.2626,Americas
0.11453603678929766,431.8619,Asia
0.9128,562.0507,Europe
-1.5875,419.0401,Americas
0.5931,549.8091000000001,Europe
-1.3554,284.4254,Americas
0.6356,371.8925,Oceania
0.8986,570.2113,Europe
0.0964,403.0159,Europe
-0.5067,327.3153,Asia
0.6899,374.3054,Europe
0.4597,522.8520000000001,Asia
1.2505,555.7194000000001,Europe
-1.435,310.7232,Asia
-0.8941,424.8203,Americas
0.7206,592.8476,Asia
-1.7254,483.2043,Asia
-1.8219,427.5762,Europe
-2.5835,343.4389,Americas
-0.6788,396.44319999999993,Europe
-0.9131,365.6106000000001,Europe
-0.0784,454.3295,Europe
-1.0416,329.5533,Asia
1.0933,627.6694,Europe
0.0829,615.3049,Europe
-0.3004,488.667,Asia
-2.2669,350.8421,Asia
-0.685,428.1795,Americas
0.1551,488.3135,Europe
1.3177,744.4238,Americas
-1.4225,375.845,Asia
-0.25804407252440725,384.7187,Europe
0.0,437.0733,Europe
0.9624,516.4624000000001,Europe
0.6161,440.9999,Europe
-2.1561,367.004,Americas
-1.2204,289.2531,Asia
-1.1921,266.31699999999995,Europe
-1.2602,520.1406999999999,Asia
0.3648,509.3996,Asia
0.8297,367.9829,Asia
-1.2247,393.2971,Europe
0.3339245045802954,473.2532,Americas
-1.5558,547.1279000000001,Asia
-0.2874,516.0857,Europe
1.0664,587.0472,Asia
1.737,630.5989,Europe
0.22389294091114118,298.44040000000007,Oceania
-1.8433,432.3746,Europe
-0.6464,338.1206,Europe
0.5797,450.22120000000007,Europe
0.2021,501.90260000000006,Europe
1.0456,536.3131999999999,Americas
1.4081,339.4211,Europe
-3.3661,327.3173,Asia
-1.4654,351.5051,Europe
-0.9375,412.537,Asia
0.6992,280.11710000000005,Asia
0.8356,447.3554,Otro
-0.0872,447.1998,Asia
-0.4989,404.2139,Asia
-0.988,329.1988,Africa
-1.6122,509.4450999999999,Europe
-2.0027,363.1392,Americas
0.2487,530.8919,Asia
-0.3705,555.2803,Americas
-0.6054,533.7234000000001,Asia
-1.6592,372.489,Americas
0.6353,486.9536,Oceania
0.5761,471.3205000000001,Asia
-0.6238,371.5791,Asia
1.0411,619.6915,Europe
-0.6436,365.95920000000007,Europe
-0.8523,288.06679999999994,Americas
-1.3816,542.2504,Americas
-0.3528,329.8791,Americas
-0.632,683.5998999999999,Asia
-3.4932,341.7209,Americas
0.4608,518.6998000000001,Europe
1.902,566.9419000000001,Europe
-0.2138,448.8734,Africa
0.5386,436.0308,Asia
-0.12423293187805796,470.5087,Europe
-0.1778,516.8532,Asia
-0.0119,345.59329999999994,Europe
0.5476,381.3179,Europe
-0.8787,439.2689,Americas
-0.1249,363.691,Americas
-1.4946,292.4408,Europe
-0.399,391.0752,Europe
-2.4511,448.14240000000007,Americas
-1.5399,394.4235999999999,Asia
0.19358047527942804,404.651,Europe
0.1509,321.8244,Asia
0.5723,597.6374,Europe
-2.8358,337.8806,Asia
-0.4655,486.1925,Europe
0.6254,515.3458,Europe
-0.331,389.3087,Oceania
1.1768,561.9667999999999,Americas
1.3161,546.3245,Europe
0.5039,627.2298000000001,Asia
0.2579,472.7083,Asia
1.2194,491.0023,Europe
0.11542319999999999,306.4815,Europe
-0.7613,402.7712,Europe
-0.8497,385.2256,Europe
-1.2606,341.30920000000003,Europe
-0.7055,509.1544,Americas
0.1005,439.7992,Europe
-1.8498,436.8779,Europe
-0.9651558788041292,270.6456,Americas
1.8734,577.1309,Asia
-0.1662,441.0895,Otro
-0.4808,422.6187,Europe
0.4698,661.1152,Europe
-0.6714808089427425,378.7814,Americas
0.5526,326.3771,Americas
-0.1787,475.2849,Oceania
-0.8071,449.6542,Europe
0.3876,432.4775,Asia
-1.3348,294.6599,Americas
0.7027,358.72420000000005,Europe
-0.7881,361.2631,Asia
-0.4843,346.3195,Europe
1.6521,494.034,Europe
-0.734,368.1115,Europe
1.581,457.0603,Asia
1.2819,611.3945,Europe
1.3486,444.1805,Oceania
0.2018,537.9208,Europe
1.0478,393.0069,Americas
-2.7349,329.019,Asia
-0.5213,361.2937,Asia
-1.6082,309.6838,Europe
0.951,337.84250000000003,Europe
-3.2778,269.55400000000003,Americas
-1.1915,430.2272,Americas
0.6634,474.0147999999999,Asia
0.3735,580.7639999999999,Asia
-0.8467,384.0247,Europe
1.3665,504.376,Americas
-0.0224,585.5915000000001,Europe
0.5132,458.9602,Europe
-1.6923,327.6619,Americas
-3.7021,371.3717,Asia
-1.7328,290.61840000000007,Asia
-2.5748,433.6575,Americas
0.5276,506.977,Asia
-1.9838,493.5268,Otro
0.6926,502.3538,Asia
-1.2958,420.5983,Americas
-0.1798,282.2653,Asia
-1.1781,408.9143,Americas
-0.2003,420.2226,Americas
0.2027,475.0303,Europe
1.2279,612.7388,Europe
0.8834,474.0577,Asia
-2.2972,295.5496,Asia
-2.6193,382.9009,Europe
-1.4665,494.4742,Asia
0.2938,491.8212,Europe
0.6196,393.01630000000006,Americas
-0.3103,276.3335,Asia
0.1169,278.0068,Europe
0.8118,538.1761,Americas
-0.12423293187805796,357.5403,Europe
-1.046,491.3136,Asia
-0.5408,574.9936,Asia
-1.2618,462.3215,Europe
-3.5579,232.9665,Europe
-2.4344,475.2243,Americas
-0.947,426.4444,Americas
-1.9013,329.6614,Americas
-0.6105,411.2948,Americas
-1.455,322.4451,Asia
0.4133,395.6257,Asia
1.0858,614.503,Europe
0.7903,603.0818999999999,Americas
0.846,665.1485,Europe
0.1299,439.72,Asia
-0.608,432.0915,Asia
-1.108,376.0764,Asia
1.1065,467.2332,Americas
-0.6568,521.1336,Europe
-0.1598,261.627,Europe
-4.0092,325.0683,Americas
0.5522,411.50380000000007,Europe
0.4941,532.7585000000001,Asia
-1.0642,497.9262,Europe
-2.2069,374.803,Americas
1.3557,655.9991,Europe
0.2984,663.3216,Europe
-0.259,438.2071,Europe
0.2708,381.8155,Americas
1.6683,553.7913000000001,Americas
-1.3347,286.721,Americas
-0.4542,543.0362,Europe
0.4892,356.53950000000003,Americas
-1.0711,336.18510000000003,Europe
-0.6925,401.8413,Americas
-0.0927,467.8957,Europe
1.2123,677.5268,Americas
0.3885,549.7192,Europe
-0.5326,387.8222,Asia
-1.0223,638.0206999999999,Asia
0.3956,434.3792,Asia
1.4428,396.4124000000001,Asia
-0.2113,490.6751,Europe
1.2661,644.4414,Oceania
0.8989,447.3655,Europe
0.671,403.9440000000001,Asia
-0.2035,485.6500000000001,Asia
0.082,543.2696,Europe
1.0534,667.7923,Asia
-0.0044,344.5069,Europe
-0.9911,411.84080000000006,Europe
-0.3895,508.3474,Europe
-0.5303,447.8819,Americas
0.1872,337.35389999999995,Americas
1.2493,657.5662000000001,Asia
-3.3947,369.7928,Americas
-0.1791,264.73209999999995,Americas
0.91,458.5478999999999,Europe
-0.2126,405.9085,Europe
-1.0985,323.8221,Europe
0.2532,505.6037,Oceania
-0.7305,448.65330000000006,Americas
-5.3801,371.4788,Africa
-0.3786,492.4733,Europe
-0.1278,556.0758000000001,Europe
0.1796,585.2563,Americas
-0.1239,333.51090000000005,Europe
-1.9568,342.386,Europe
1.0738,544.467,Asia
1.4083,549.0735000000001,Oceania
0.7301,396.0184,Europe
-0.8479,282.35170000000005,Europe
0.9335,475.8173,Oceania
-0.6857,580.1479999999999,Europe
-0.1402,455.2439,Europe
1.0942,350.2749,Europe
-1.0278,537.7733,Europe
1.1752,636.6492999999999,Oceania
0.3981,546.4876999999999,Asia
-0.7042,462.1402,Americas
-1.3677,428.7433,Americas
0.485,485.7894,Americas
0.32525117631851086,370.578,Asia
-1.1939,512.0417,Otro
0.2936,491.10530000000006,Europe
-0.7004,477.7421000000001,Americas
-0.8152,468.4695,Asia
0.1611,603.2995999999999,Americas
-1.0544,316.97400000000005,Asia
0.9375,592.914,Europe
-0.0813,413.8979000000001,Americas
-0.9557,368.697,Europe
1.0616,584.7873999999999,Europe
-0.678,439.65469999999993,Europe
-0.3129,482.8146,Europe
0.854,631.725,Americas
-1.6615,360.8942,Americas
-0.7814,426.4031,Europe
-0.0014,500.7895,Europe
-0.4805,393.7413,Otro
-0.5997,324.6367,Europe
0.19358047527942804,309.75100000000003,Europe
0.8942,344.2903,Asia
-1.764,461.1492,Europe
-0.8724,360.2755,Asia
0.7697,509.2701,Americas
-2.9294,489.7923,Otro
1.1517,445.9211,Europe
-0.4872,397.3032,Americas
0.9832,638.6071,Europe
-0.1512,458.0507,Europe
-2.9643,395.305,Americas
0.9555,553.3039000000001,Europe
0.11972009202453987,362.8854,Europe
-1.0892,422.6078,Asia
0.1414,348.3374,Asia
-0.3277,605.1568,Europe
-0.398,284.6456,Asia
0.8993,471.7551,Asia
0.8531,580.244,Europe
-0.9217,344.9731,Asia
-0.0691,423.0857,Europe
0.2258,517.7205,Europe
-0.5857,263.0249,Asia
-0.7415,282.5865,Asia
-1.1331,435.4026,Oceania
-0.1054,457.0043,Asia
-1.359,455.6189,Americas
0.9526,482.0747,Europe
1.4868,435.6602000000001,Europe
0.8604,360.7134,Europe
-1.2761,415.9115,Americas
-1.1306,386.171,Americas
-1.3608,364.1907999999999,Asia
0.6591,572.5523000000001,Oceania
1.8941,605.6603000000001,Europe
0.11972009202453987,549.0513,Europe
-1.0235,448.2564,Americas
-0.8887,602.4859999999999,Asia
0.3773,419.5694,Asia
-0.26977890565462587,517.2936,Asia
-1.4917,498.5888000000001,Asia
0.4983,603.3446000000001,Asia
0.7117,615.3871,Europe
-0.0669,542.671,Asia
-2.9305,350.9629,Africa
1.1426,564.8951999999999,Asia
-0.2704749146757679,376.481,Europe
0.1895,368.7923,Europe
-1.5583,353.86150000000004,Europe
-1.2419,449.1834,Americas
-0.1958,393.4581,Europe
1.3049,635.0207,Oceania
0.837,608.2917,Europe
-0.5542,436.4272,Africa
-1.5951,351.04470000000003,Americas
0.8571,559.6536,Europe
-3.6655,282.7785,Americas
-0.3723,565.6075000000001,Asia
-1.0512,415.5838,Europe
-0.7915,307.92189999999994,Asia
1.1306,514.4707000000001,Americas
0.1785,486.0327,Europe
-1.0796,554.8729000000001,Asia
0.683,694.3934999999999,Asia
0.8827,636.3737,Oceania
0.5357,382.0321,Europe
0.6292,603.0858999999999,Europe
0.6497,554.1514,Asia
-2.7798,422.9349,Americas
0.9804,635.4408000000001,Europe
-0.1591,447.97440000000006,Otro
0.4035,621.6064000000001,Europe
-0.3219,512.2633,Europe
1.1689,573.1367,Europe
1.032,636.1872,Europe
-2.0647,333.28890000000007,Asia
-1.1892,455.8617,Asia
-0.4064,311.2359,Americas
-0.3517,547.5427999999999,Europe
-1.3744,530.5278999999999,Otro
0.7107,622.1011999999998,Americas
-0.1282,508.7368,Europe
0.9811,432.3012,Asia
1.6324,434.0153,Oceania
1.0188,468.9577000000001,Europe
-1.6295,348.9261,Europe
-0.7398,464.4056000000001,Americas
0.6581,471.7051,Europe
-0.2083,457.52650000000006,Europe
0.9699,489.5016,Europe
-1.7829,416.8874,Asia
-1.1295,316.1448,Asia
0.8188,373.4856000000001,Europe
-0.0574,363.55869999999993,Americas
1.254,555.5002,Asia
0.7699,505.9919,Americas
0.9698,641.5545999999998,Asia
0.6489,530.6584,Asia
-0.3073,278.8225,Asia
-1.1218,357.2747,Asia
-1.6489,528.7563,Europe
0.6808,527.3482999999999,Europe
-2.5799,293.3605,Americas
-1.2001,365.8733,Americas
-0.4543,439.4309,Asia
-0.0193,390.1903,Europe
0.7591,541.9363999999999,Asia
-1.4819,305.7251,Americas
-2.7307,373.4925,Americas
-0.7003,421.2893,Europe
0.0566,415.8531,Oceania
0.6692,445.3893,Asia
-1.9726,415.7931,Asia
0.3767,618.1988,Europe
0.0394,616.0535,Asia
0.6027,533.3455,Europe
-0.887,325.4262,Europe
0.293,440.7359,Asia
0.9395,536.1042,Americas
-1.6556,410.8996,Europe
-1.9117,386.5388,Asia
-2.5899,290.3859,Americas
-0.0391,451.71850000000006,Europe
0.8368,542.8238,Europe
0.5895,598.6089,Asia
-3.461,258.6191,Americas
-1.9991,409.7508,Asia
1.0632,472.7608,Europe
0.8375,602.0582999999999,Asia
0.0915,438.8281,Europe
-1.7711,446.8538,Europe
0.0017,590.6083000000001,Asia
-1.1879,422.12750000000005,Europe
-1.036,504.8065999999999,Americas
-0.3775,525.3389,Asia
0.9368,529.1083000000001,Europe
-0.1405,424.5733,Europe
1.1386,373.6724,Europe
-1.4075,440.4474,Americas
0.6636,500.7446,Asia
0.5678,619.5871999999999,Asia
-0.4299,450.4632,Asia
0.374,530.4127000000001,Europe
-1.2327,502.8252,Asia
-1.2649,279.37519999999995,Americas
-0.5785,290.7489,Asia
0.5828,535.2228000000001,Europe
-0.167,518.6122,Europe
-2.5416,322.5922,Americas
-0.1154,406.7728,Asia
0.3087,454.335,Asia
-3.5138,342.0679999999999,Americas
1.14,514.1179000000001,Asia
0.4182,459.5459,Americas
0.2679,458.92210000000006,Asia
-2.251,334.43570000000005,Asia
-1.7082,272.9871,Asia
-0.9058,313.64379999999994,Asia
-1.2449,395.1748,Europe
-0.0867,340.09880000000004,Europe
0.0879,342.5406,Europe
-1.8461,483.1298,Asia
-1.0583,436.3816,Americas
-1.3811,301.2117,Americas
-1.71,397.9788,Americas
0.9625,608.2638,Americas
0.522,571.4161,Europe
0.1982,633.0764,Europe
-0.6555,407.6608,Europe
-1.3259,379.17,Europe
-1.8572,337.79720000000003,Asia
-1.1084,363.9568,Americas
-0.7094,624.6611,Europe
1.274,480.9997,Europe
0.3274,480.3706,Europe
-0.9118,516.5683,Asia
0.2296,578.8155,Asia
-0.9532,340.7634000000001,Americas
-2.7176,277.61100000000005,Americas
-1.0086,320.8755,Europe
1.1024,554.8243,Asia
0.904,576.386,Europe
-1.7308,400.3588,Americas
-0.0876,435.28550000000007,Europe
-1.5162,372.0581,Europe
0.2056,576.2031,Oceania
0.836,519.5116,Asia
-2.749,354.53340000000003,Asia
-0.5749,496.2094,Europe
0.1404,561.5123,Europe
-0.8124,449.42030000000005,Americas
1.1395,357.86070000000007,Europe
0.7279,441.5614000000001,Europe
0.2422,541.2161,Asia
0.8092,431.7835999999999,Europe
-4.0443,344.3469,Europe
0.5911,559.4213000000001,Europe
-1.0116,433.7207,Asia
0.7264,691.309,Europe
-0.5589,402.5947,Asia
0.324,314.41690000000006,Oceania
0.2061,394.5527,Asia
-0.9311,426.5233,Asia
0.6585,318.9919,Oceania
-0.4378,506.7322,Europe
-1.4479,356.744,Europe
-0.6487,472.4806,Americas
-0.2764,438.7471000000001,Americas
-0.9002,429.8041999999999,Europe
0.2518,602.3842999999999,Europe
